a0,md12,md21,sigma,rho,tmp,rhoS,Neff,pd1,pd2,s1,s2,r1,r2
0.049787068367863944,0.0,0.2,0.4,0.0,"(ρ = 0.00971647140606558, ξ = [7.126222540989579e-15, 8.390030767085345e-15], Nₑ = 3177.6633267176467, s = [3.591396967088747e-16, 4.2853556580742864e-16], r = [0.04960638558459451, 0.05985158448342403])",0.00971647140606558,3177.6633267176467,0.9999999999999929,0.9999999999999916,3.591396967088747e-16,4.2853556580742864e-16,0.04960638558459451,0.05985158448342403
0.049787068367863944,0.0,0.2,0.4,0.4,"(ρ = 0.4302510364490724, ξ = [5.935163405645565e-15, 1.3662105499406467e-14], Nₑ = 5012.560349032768, s = [3.226260634829423e-16, 7.142503455743146e-16], r = [0.04986868458273426, 0.05974773102480631])",0.4302510364490724,5012.560349032768,0.9999999999999941,0.9999999999999863,3.226260634829423e-16,7.142503455743146e-16,0.04986868458273426,0.05974773102480631
0.049787068367863944,0.0,0.2,0.4,0.8,"(ρ = 0.839126552794372, ξ = [6.951795865492604e-15, 5.736064936242331e-14], Nₑ = 11015.764102451309, s = [3.5979904772578035e-16, 3.0199252467059537e-15], r = [0.04996005106243957, 0.0599526776226618])",0.839126552794372,11015.764102451309,0.999999999999993,0.9999999999999426,3.5979904772578035e-16,3.0199252467059537e-15,0.04996005106243957,0.0599526776226618
0.049787068367863944,0.0,0.4,0.2,-0.4,"(ρ = -0.3950712776031307, ξ = [7.094572191347389e-52, 1.7087454148925032e-51], Nₑ = 554.4983258416182, s = [1.0911647448683215e-53, 1.728882752527538e-53], r = [0.04985752462457111, 0.06980423188648716])",-0.3950712776031307,554.4983258416182,1.0,1.0,1.0911647448683215e-53,1.728882752527538e-53,0.04985752462457111,0.06980423188648716
0.049787068367863944,0.0,0.4,0.2,0.0,"(ρ = 0.02046217932837993, ξ = [7.2522741294187e-52, 5.163311362956208e-51], Nₑ = 903.1423954731558, s = [1.017357961123456e-53, 6.524067543627476e-53], r = [0.04993885699072292, 0.07034871838437867])",0.02046217932837993,903.1423954731558,1.0,1.0,1.017357961123456e-53,6.524067543627476e-53,0.04993885699072292,0.07034871838437867
0.049787068367863944,0.0,0.4,0.2,0.4,"(ρ = 0.46887563447901864, ξ = [7.96372062713948e-52, 2.229298773778436e-49], Nₑ = 1603.4869719957899, s = [1.2050854218074895e-53, 2.893697143858977e-51], r = [0.04982429870806745, 0.06977591241099558])",0.46887563447901864,1603.4869719957899,1.0,1.0,1.2050854218074895e-53,2.893697143858977e-51,0.04982429870806745,0.06977591241099558
0.049787068367863944,0.0,0.4,0.2,0.8,"(ρ = 0.8891261931437735, ξ = [8.647144521125078e-52, 1.5836261401478614e-45], Nₑ = 6288.4099597199365, s = [1.0793267756582425e-53, 3.8146386391316466e-47], r = [0.04994136534917242, 0.06990274687448028])",0.8891261931437735,6288.4099597199365,1.0,1.0,1.0793267756582425e-53,3.8146386391316466e-47,0.04994136534917242,0.06990274687448028
0.049787068367863944,0.0,0.4,0.4,-0.4,"(ρ = -0.3955502718822495, ξ = [7.218084553578675e-15, 7.447075121197581e-15], Nₑ = 2143.0443887585316, s = [3.7957840235563894e-16, 4.3103873692359115e-16], r = [0.049828709152949825, 0.06941865242954956])",-0.3955502718822495,2143.0443887585316,0.9999999999999928,0.9999999999999926,3.7957840235563894e-16,4.3103873692359115e-16,0.049828709152949825,0.06941865242954956
0.049787068367863944,0.0,0.4,0.4,0.0,"(ρ = 0.020293088817649685, ξ = [7.325229199735225e-15, 9.724998041464495e-15], Nₑ = 3497.9932688756858, s = [3.693836710885764e-16, 5.383113629405867e-16], r = [0.04993918318151166, 0.06989386004823135])",0.020293088817649685,3497.9932688756858,0.9999999999999927,0.9999999999999902,3.693836710885764e-16,5.383113629405867e-16,0.04993918318151166,0.06989386004823135
0.049787068367863944,0.0,0.4,0.4,0.4,"(ρ = 0.46871529908647497, ξ = [6.717571965336778e-15, 3.077084011900277e-14], Nₑ = 6097.562126673514, s = [3.6528060439417926e-16, 1.5676134930860243e-15], r = [0.04954611210292941, 0.06959694909944722])",0.46871529908647497,6097.562126673514,0.9999999999999932,0.9999999999999692,3.6528060439417926e-16,1.5676134930860243e-15,0.04954611210292941,0.06959694909944722
0.049787068367863944,0.0,0.4,0.4,0.8,"(ρ = 0.8756246654546462, ξ = [6.676653022332433e-15, 5.695193701141871e-13], Nₑ = 12451.542333004056, s = [3.62814539144633e-16, 3.035953938941415e-14], r = [0.049651408775462494, 0.0693856712617832])",0.8756246654546462,12451.542333004056,0.9999999999999933,0.9999999999994305,3.62814539144633e-16,3.035953938941415e-14,0.049651408775462494,0.0693856712617832
0.049787068367863944,0.0,0.6,0.2,-0.4,"(ρ = -0.3923109727989387, ξ = [9.207737918661343e-52, 1.540061537273856e-51], Nₑ = 617.8812859810416, s = [1.4092178587557264e-53, 2.169095257251118e-53], r = [0.05024998861703219, 0.0793916751823199])",-0.3923109727989387,617.8812859810416,1.0,1.0,1.4092178587557264e-53,2.169095257251118e-53,0.05024998861703219,0.0793916751823199
0.049787068367863944,0.0,0.6,0.2,0.0,"(ρ = 0.03473809284413034, ξ = [6.792416937273084e-52, 1.0056135964366064e-50], Nₑ = 1099.6053872540865, s = [9.631803393208641e-54, 1.1294154916969235e-52], r = [0.04964722346116629, 0.07922956648363642])",0.03473809284413034,1099.6053872540865,1.0,1.0,9.631803393208641e-54,1.1294154916969235e-52,0.04964722346116629,0.07922956648363642
0.049787068367863944,0.0,0.6,0.2,0.4,"(ρ = 0.5195060695966374, ξ = [7.879239522434378e-52, 3.5428606836000745e-48], Nₑ = 2346.631422908693, s = [1.0689618988229582e-53, 5.781834851845252e-50], r = [0.04965183138710203, 0.07935537041283634])",0.5195060695966374,2346.631422908693,1.0,1.0,1.0689618988229582e-53,5.781834851845252e-50,0.04965183138710203,0.07935537041283634
0.049787068367863944,0.0,0.6,0.2,0.8,"(ρ = 0.9286588509433354, ξ = [8.510186623570765e-52, 1.3936203618454546e-42], Nₑ = 4496.674930180937, s = [1.1664185525546835e-53, 2.0557864006024639e-44], r = [0.04990343825883397, 0.07986831625802614])",0.9286588509433354,4496.674930180937,1.0,1.0,1.1664185525546835e-53,2.0557864006024639e-44,0.04990343825883397,0.07986831625802614
0.049787068367863944,0.0,0.6,0.4,-0.4,"(ρ = -0.3929526862709325, ξ = [6.42960899337904e-15, 7.502667416616426e-15], Nₑ = 2465.7204576947543, s = [3.3542082497954043e-16, 3.81062497887043e-16], r = [0.049546225397013956, 0.07934064227232235])",-0.3929526862709325,2465.7204576947543,0.9999999999999936,0.9999999999999925,3.3542082497954043e-16,3.81062497887043e-16,0.049546225397013956,0.07934064227232235
0.049787068367863944,0.0,0.6,0.4,0.0,"(ρ = 0.032984591209560044, ξ = [7.054096810504714e-15, 1.3478937806289479e-14], Nₑ = 4121.396773398936, s = [3.634083127662279e-16, 7.00725872961615e-16], r = [0.050243157457634434, 0.0799575301516583])",0.032984591209560044,4121.396773398936,0.9999999999999929,0.9999999999999866,3.634083127662279e-16,7.00725872961615e-16,0.050243157457634434,0.0799575301516583
0.049787068367863944,0.0,0.6,0.4,0.4,"(ρ = 0.5248793469246338, ξ = [6.789109345531655e-15, 6.861723415686761e-14], Nₑ = 8406.218459444344, s = [3.7104330390727664e-16, 3.735991943606824e-15], r = [0.04995415823146375, 0.07980368647305873])",0.5248793469246338,8406.218459444344,0.9999999999999932,0.9999999999999314,3.7104330390727664e-16,3.735991943606824e-15,0.04995415823146375,0.07980368647305873
0.049787068367863944,0.0,0.6,0.4,0.8,"(ρ = 0.907426701297723, ξ = [6.670289327182701e-15, 4.643087311462001e-12], Nₑ = 11725.494725198476, s = [3.536719701245004e-16, 2.4663545076801564e-13], r = [0.04974521039741625, 0.07945363217938554])",0.907426701297723,11725.494725198476,0.9999999999999933,0.9999999999953569,3.536719701245004e-16,2.4663545076801564e-13,0.04974521039741625,0.07945363217938554
0.049787068367863944,0.0,0.8,0.2,-0.4,"(ρ = -0.3894176921304682, ξ = [7.466438729001366e-52, 3.2894457980956924e-51], Nₑ = 786.3253736836646, s = [1.0823850250096565e-53, 3.782154651120917e-53], r = [0.04982730027419747, 0.0896856705850341])",-0.3894176921304682,786.3253736836646,1.0,1.0,1.0823850250096565e-53,3.782154651120917e-53,0.04982730027419747,0.0896856705850341
0.049787068367863944,0.0,0.8,0.2,0.0,"(ρ = 0.04712893899486741, ξ = [6.486202868134887e-52, 1.7906521956354264e-50], Nₑ = 1668.177183298919, s = [9.801805806243176e-54, 2.5218020278078196e-52], r = [0.04971487759675333, 0.08947954038530877])",0.04712893899486741,1668.177183298919,1.0,1.0,9.801805806243176e-54,2.5218020278078196e-52,0.04971487759675333,0.08947954038530877
0.049787068367863944,0.0,0.8,0.2,0.4,"(ρ = 0.8473286541027082, ξ = [8.188510887149023e-52, 8.217143349951723e-49], Nₑ = 5930.057675987885, s = [1.0636918144397412e-53, 2.1222376242934456e-50], r = [0.04974769026146971, 0.08950695331918634])",0.8473286541027082,5930.057675987885,1.0,1.0,1.0636918144397412e-53,2.1222376242934456e-50,0.04974769026146971,0.08950695331918634
0.049787068367863944,0.0,0.8,0.2,0.8,"(ρ = 0.956400946356149, ξ = [1.0427782317397842e-51, 6.598602701832445e-40], Nₑ = 165.3263308563388, s = [9.227315833408233e-54, 7.775897473882578e-42], r = [0.04989412657575153, 0.08989779735210092])",0.956400946356149,165.3263308563388,1.0,1.0,9.227315833408233e-54,7.775897473882578e-42,0.04989412657575153,0.08989779735210092
0.049787068367863944,0.0,0.8,0.4,-0.4,"(ρ = -0.39061305014124137, ξ = [7.322566582604905e-15, 9.039922299352976e-15], Nₑ = 3072.7918466767524, s = [4.028345575780512e-16, 4.49481892482709e-16], r = [0.04963901938853162, 0.0896418709812874])",-0.39061305014124137,3072.7918466767524,0.9999999999999927,0.999999999999991,4.028345575780512e-16,4.49481892482709e-16,0.04963901938853162,0.0896418709812874
0.049787068367863944,0.0,0.8,0.4,0.0,"(ρ = 0.04704642494398379, ξ = [6.311799595248059e-15, 1.5408171170599008e-14], Nₑ = 5972.4027343343605, s = [3.573514926355988e-16, 8.598762666927551e-16], r = [0.05002365532684868, 0.08980902703070259])",0.04704642494398379,5972.4027343343605,0.9999999999999937,0.9999999999999846,3.573514926355988e-16,8.598762666927551e-16,0.05002365532684868,0.08980902703070259
0.049787068367863944,0.0,0.8,0.4,0.4,"(ρ = 0.6248544315791104, ξ = [6.426210712109164e-15, 2.6684767280443575e-13], Nₑ = 12414.225023817575, s = [3.5038960324214316e-16, 1.3649877547964998e-14], r = [0.04996252759583997, 0.08975720447486571])",0.6248544315791104,12414.225023817575,0.9999999999999936,0.9999999999997331,3.5038960324214316e-16,1.3649877547964998e-14,0.04996252759583997,0.08975720447486571
0.049787068367863944,0.0,0.8,0.4,0.8,"(ρ = 0.9343850438129613, ξ = [6.87408453620566e-15, 2.7162627500529057e-11], Nₑ = 5180.734742037342, s = [3.66715275161342e-16, 1.5333799659697137e-12], r = [0.050108375123471265, 0.0902350716408057])",0.9343850438129613,5180.734742037342,0.9999999999999931,0.9999999999728374,3.66715275161342e-16,1.5333799659697137e-12,0.050108375123471265,0.0902350716408057
0.049787068367863944,0.2,0.0,0.2,-0.4,"(ρ = -0.3974435672798887, ξ = [1.2184251961443955e-51, 8.760280199342995e-52], Nₑ = 592.864514187397, s = [1.3716952118392988e-53, 1.162305893955902e-53], r = [0.059683159152071695, 0.049744592074650304])",-0.3974435672798887,592.864514187397,1.0,1.0,1.3716952118392988e-53,1.162305893955902e-53,0.059683159152071695,0.049744592074650304
0.049787068367863944,0.2,0.0,0.2,0.0,"(ρ = 0.010096023378033961, ξ = [1.3314705392168077e-51, 7.278513519063568e-52], Nₑ = 832.9160809602548, s = [1.7241076695726754e-53, 1.0271161965603209e-53], r = [0.05941844288954049, 0.04965275546252387])",0.010096023378033961,832.9160809602548,1.0,1.0,1.7241076695726754e-53,1.0271161965603209e-53,0.05941844288954049,0.04965275546252387
0.049787068367863944,0.2,0.0,0.2,0.4,"(ρ = 0.43027887064691045, ξ = [1.23569047111017e-50, 7.292118947166086e-52], Nₑ = 1155.8835545448221, s = [1.487358495847867e-52, 1.0762580462026762e-53], r = [0.05936719999829979, 0.049700385606420316])",0.43027887064691045,1155.8835545448221,1.0,1.0,1.487358495847867e-52,1.0762580462026762e-53,0.05936719999829979,0.049700385606420316
0.049787068367863944,0.2,0.0,0.2,0.8,"(ρ = 0.839080596251277, ξ = [3.590297769638269e-48, 7.063519092820911e-52], Nₑ = 1893.8877027662036, s = [4.844015407907181e-50, 1.0006533804659808e-53], r = [0.05961486038614767, 0.04982500951197915])",0.839080596251277,1893.8877027662036,1.0,1.0,4.844015407907181e-50,1.0006533804659808e-53,0.05961486038614767,0.04982500951197915
0.049787068367863944,0.2,0.0,0.4,-0.4,"(ρ = -0.3977282721384369, ξ = [7.885840446640339e-15, 6.59077514334834e-15], Nₑ = 2109.783155113894, s = [3.9976319944655765e-16, 3.4508959397524984e-16], r = [0.05951084095006359, 0.04979666883464252])",-0.3977282721384369,2109.783155113894,0.9999999999999921,0.9999999999999934,3.9976319944655765e-16,3.4508959397524984e-16,0.05951084095006359,0.04979666883464252
0.049787068367863944,0.2,0.0,0.4,0.0,"(ρ = 0.00962259473142317, ξ = [7.820329841709995e-15, 7.720534711261413e-15], Nₑ = 3108.484942902541, s = [4.3045805271289764e-16, 4.0137489043623753e-16], r = [0.05971701014445938, 0.049613534653812276])",0.00962259473142317,3108.484942902541,0.9999999999999922,0.9999999999999922,4.3045805271289764e-16,4.0137489043623753e-16,0.05971701014445938,0.049613534653812276
0.049787068367863944,0.2,0.0,0.4,0.4,"(ρ = 0.4304835168455153, ξ = [1.4897156310044565e-14, 6.034261083512096e-15], Nₑ = 4455.598358093949, s = [7.385440373850076e-16, 3.5576823958237993e-16], r = [0.059722222893730005, 0.049877209768506764])",0.4304835168455153,4455.598358093949,0.9999999999999851,0.999999999999994,7.385440373850076e-16,3.5576823958237993e-16,0.059722222893730005,0.049877209768506764
0.049787068367863944,0.2,0.0,0.4,0.8,"(ρ = 0.8393103039741024, ξ = [6.358469389880849e-14, 6.891338875623118e-15], Nₑ = 7094.055378903668, s = [3.365600553697113e-15, 3.7597690296670107e-16], r = [0.059672101689517136, 0.049795079888093806])",0.8393103039741024,7094.055378903668,0.9999999999999364,0.9999999999999931,3.365600553697113e-15,3.7597690296670107e-16,0.059672101689517136,0.049795079888093806
0.049787068367863944,0.2,0.2,0.2,-0.4,"(ρ = -0.3947089306959984, ξ = [2.0043421267028047e-50, 2.0255500284517849e-50], Nₑ = 550.3770822042138, s = [3.1021868665073356e-52, 2.7108416429627798e-52], r = [0.062424657724832175, 0.06243913448622568])",-0.3947089306959984,550.3770822042138,1.0,1.0,3.1021868665073356e-52,2.7108416429627798e-52,0.062424657724832175,0.06243913448622568
0.049787068367863944,0.2,0.2,0.2,0.0,"(ρ = 0.021293546609490996, ξ = [4.367933877519996e-50, 2.8047320060075795e-50], Nₑ = 906.078502286277, s = [5.260835040400858e-52, 3.970435032855586e-52], r = [0.062386541419116995, 0.06230202806763504])",0.021293546609490996,906.078502286277,1.0,1.0,5.260835040400858e-52,3.970435032855586e-52,0.062386541419116995,0.06230202806763504
0.049787068367863944,0.2,0.2,0.2,0.4,"(ρ = 0.4619226513812107, ξ = [2.4494048834905028e-49, 3.0444481665155777e-49], Nₑ = 1351.0692793064447, s = [2.954536955454135e-51, 3.370990234485993e-51], r = [0.062133322382550996, 0.06221398039782237])",0.4619226513812107,1351.0692793064447,1.0,1.0,2.954536955454135e-51,3.370990234485993e-51,0.062133322382550996,0.06221398039782237
0.049787068367863944,0.2,0.2,0.2,0.8,"(ρ = 0.8748689961715207, ξ = [7.748328780031208e-47, 8.073058064720283e-47], Nₑ = 2649.0658780764943, s = [9.398213366806884e-49, 1.0721533172234449e-48], r = [0.061970907078994025, 0.06201886352440377])",0.8748689961715207,2649.0658780764943,1.0,1.0,9.398213366806884e-49,1.0721533172234449e-48,0.061970907078994025,0.06201886352440377
0.049787068367863944,0.2,0.2,0.4,-0.4,"(ρ = -0.3952650452526373, ξ = [1.5803582410560394e-14, 1.9267868134352332e-14], Nₑ = 2238.8278337485544, s = [8.161144284719446e-16, 8.74692960891828e-16], r = [0.06271540729835838, 0.062131559323739774])",-0.3952650452526373,2238.8278337485544,0.9999999999999842,0.9999999999999807,8.161144284719446e-16,8.74692960891828e-16,0.06271540729835838,0.062131559323739774
0.049787068367863944,0.2,0.2,0.4,0.0,"(ρ = 0.020733512896220004, ξ = [1.796597938856879e-14, 1.7810262437221956e-14], Nₑ = 3381.578903233346, s = [9.245340557427839e-16, 9.036581395198262e-16], r = [0.06225730604457133, 0.061852089299387514])",0.020733512896220004,3381.578903233346,0.999999999999982,0.9999999999999822,9.245340557427839e-16,9.036581395198262e-16,0.06225730604457133,0.061852089299387514
0.049787068367863944,0.2,0.2,0.4,0.4,"(ρ = 0.4615775684140692, ξ = [3.341097303358742e-14, 3.213894450773366e-14], Nₑ = 5016.892405119582, s = [1.6513652319298164e-15, 1.6091586829013018e-15], r = [0.06216609375370512, 0.06222443521610347])",0.4615775684140692,5016.892405119582,0.9999999999999666,0.9999999999999679,1.6513652319298164e-15,1.6091586829013018e-15,0.06216609375370512,0.06222443521610347
0.049787068367863944,0.2,0.2,0.4,0.8,"(ρ = 0.8704952115296697, ξ = [1.336888836889375e-13, 1.3484953876450118e-13], Nₑ = 9564.740565098098, s = [6.897561746796364e-15, 6.9012053826905584e-15], r = [0.06204454978041013, 0.06209974456789564])",0.8704952115296697,9564.740565098098,0.9999999999998663,0.9999999999998651,6.897561746796364e-15,6.9012053826905584e-15,0.06204454978041013,0.06209974456789564
0.049787068367863944,0.2,0.4,0.2,-0.4,"(ρ = -0.3908157650963761, ξ = [4.289900600576898e-49, 7.17907915340952e-49], Nₑ = 611.277967609029, s = [5.822590643585335e-51, 8.522783821800223e-51], r = [0.0651923393098936, 0.07580747768512927])",-0.3908157650963761,611.277967609029,1.0,1.0,5.822590643585335e-51,8.522783821800223e-51,0.0651923393098936,0.07580747768512927
0.049787068367863944,0.2,0.4,0.2,0.0,"(ρ = 0.03369463657854655, ξ = [1.003910931738019e-48, 2.7394186566191176e-48], Nₑ = 1030.6467802288478, s = [1.1155883957028782e-50, 3.168310378401704e-50], r = [0.06474620970528235, 0.07540431571890117])",0.03369463657854655,1030.6467802288478,1.0,1.0,1.1155883957028782e-50,3.168310378401704e-50,0.06474620970528235,0.07540431571890117
0.049787068367863944,0.2,0.4,0.2,0.4,"(ρ = 0.5069190310996996, ξ = [6.54474788904852e-48, 1.143223572217543e-46], Nₑ = 1634.9973975541534, s = [8.178653958008405e-50, 1.3422861086867632e-48], r = [0.06502904018829918, 0.07593095521391915])",0.5069190310996996,1634.9973975541534,1.0,1.0,8.178653958008405e-50,1.3422861086867632e-48,0.06502904018829918,0.07593095521391915
0.049787068367863944,0.2,0.4,0.2,0.8,"(ρ = 0.9069623197722971, ξ = [1.4856596538248432e-45, 5.6763614267603296e-42], Nₑ = 5221.418054869263, s = [1.8763729624887896e-47, 7.002064156672686e-44], r = [0.06494105737504889, 0.075818179042507])",0.9069623197722971,5221.418054869263,1.0,1.0,1.8763729624887896e-47,7.002064156672686e-44,0.06494105737504889,0.075818179042507
0.049787068367863944,0.2,0.4,0.4,-0.4,"(ρ = -0.3921896692635596, ξ = [3.4358701162762735e-14, 3.713885597843723e-14], Nₑ = 2385.548292352642, s = [1.7307662493395138e-15, 1.92113002611956e-15], r = [0.06422117317424869, 0.07589184134505975])",-0.3921896692635596,2385.548292352642,0.9999999999999657,0.9999999999999628,1.7307662493395138e-15,1.92113002611956e-15,0.06422117317424869,0.07589184134505975
0.049787068367863944,0.2,0.4,0.4,0.0,"(ρ = 0.03318861943109619, ξ = [4.1629364631760533e-14, 5.015618550326137e-14], Nₑ = 3774.7153150282347, s = [2.0198913864556767e-15, 2.5116473312136453e-15], r = [0.06486043148935337, 0.07514081727593569])",0.03318861943109619,3774.7153150282347,0.9999999999999584,0.9999999999999498,2.0198913864556767e-15,2.5116473312136453e-15,0.06486043148935337,0.07514081727593569
0.049787068367863944,0.2,0.4,0.4,0.4,"(ρ = 0.50518523646962, ξ = [7.219887053982961e-14, 1.449678106149216e-13], Nₑ = 6022.781540850634, s = [3.461890982404782e-15, 7.153460230003315e-15], r = [0.06491764903041873, 0.07569574228306963])",0.50518523646962,6022.781540850634,0.9999999999999278,0.999999999999855,3.461890982404782e-15,7.153460230003315e-15,0.06491764903041873,0.07569574228306963
0.049787068367863944,0.2,0.4,0.4,0.8,"(ρ = 0.8958196854289704, ξ = [2.6061349993352297e-13, 2.5779754963005055e-12], Nₑ = 12653.926182921055, s = [1.2869728963643308e-14, 1.319189292792676e-13], r = [0.06499998186159639, 0.07586754895083261])",0.8958196854289704,12653.926182921055,0.9999999999997394,0.9999999999974221,1.2869728963643308e-14,1.319189292792676e-13,0.06499998186159639,0.07586754895083261
0.049787068367863944,0.2,0.6,0.2,-0.4,"(ρ = -0.3871961297071293, ξ = [1.1548093614585863e-47, 1.8666554272518907e-47], Nₑ = 724.9758173614813, s = [1.3322041415641261e-49, 2.2416438541863343e-49], r = [0.0675352794816567, 0.09022004706217647])",-0.3871961297071293,724.9758173614813,1.0,1.0,1.3322041415641261e-49,2.2416438541863343e-49,0.0675352794816567,0.09022004706217647
0.049787068367863944,0.2,0.6,0.2,0.0,"(ρ = 0.04836544978514234, ξ = [2.386625680629578e-47, 1.711368957185285e-46], Nₑ = 1229.7811914178508, s = [2.893971875184296e-49, 2.0324985055560425e-48], r = [0.06757682184140908, 0.08985482943219644])",0.04836544978514234,1229.7811914178508,1.0,1.0,2.893971875184296e-49,2.0324985055560425e-48,0.06757682184140908,0.08985482943219644
0.049787068367863944,0.2,0.6,0.2,0.4,"(ρ = 0.5624318579326691, ξ = [1.5490226223593075e-46, 9.047691433148708e-44], Nₑ = 2339.161126154914, s = [1.7135175846257348e-48, 1.0977338216669644e-45], r = [0.06782654032084653, 0.09044760536482305])",0.5624318579326691,2339.161126154914,1.0,1.0,1.7135175846257348e-48,1.0977338216669644e-45,0.06782654032084653,0.09044760536482305
