a0,md12,md21,sigma,rho,tmp,rhoS,Neff,pd1,pd2
0.049787068367863944,0,0.6,0.2,0.4,"(ρ = 0.5190187675015407, ξ = [7.74784e-52, 6.21319e-48], Nₑ = 4635.187896423771)",0.5190187675015407,4635.187896423771,1,1
0.049787068367863944,0,0.6,0.2,0.8,"(ρ = 0.9200126146085841, ξ = [8.09503e-52, 7.24127e-42], Nₑ = 9167.937347348368)",0.9200126146085841,9167.937347348368,1,1
0.049787068367863944,0,0.6,0.4,-0.4,"(ρ = -0.3932967395727307, ξ = [6.88712e-15, 8.42327e-15], Nₑ = 4803.975852776449)",-0.3932967395727307,4803.975852776449,0.9999999999999931,0.9999999999999916
0.049787068367863944,0,0.6,0.4,0,"(ρ = 0.032236011423804764, ξ = [6.48899e-15, 1.26251e-14], Nₑ = 8343.327009414788)",0.032236011423804764,8343.327009414788,0.9999999999999936,0.9999999999999873
0.049787068367863944,0,0.6,0.4,0.4,"(ρ = 0.5243268327915475, ξ = [6.39387e-15, 7.55417e-14], Nₑ = 16796.790524786007)",0.5243268327915475,16796.790524786007,0.9999999999999936,0.9999999999999245
0.049787068367863944,0,0.6,0.4,0.8,"(ρ = 0.9079856934818593, ξ = [6.71025e-15, 4.46864e-12], Nₑ = 23205.475980847437)",0.9079856934818593,23205.475980847437,0.9999999999999933,0.9999999999955314
0.049787068367863944,0,0.8,0.2,-0.4,"(ρ = -0.38941474509649704, ξ = [6.99921e-52, 2.14883e-51], Nₑ = 1612.319982827449)",-0.38941474509649704,1612.319982827449,1,1
0.049787068367863944,0,0.8,0.2,0,"(ρ = 0.047225533339878605, ξ = [8.9663e-52, 2.37285e-50], Nₑ = 3270.343956059017)",0.047225533339878605,3270.343956059017,1,1
0.049787068367863944,0,0.8,0.2,0.4,"(ρ = 0.8394056819736629, ξ = [7.72716e-52, 8.9867e-49], Nₑ = 11939.944503487981)",0.8394056819736629,11939.944503487981,1,1
0.049787068367863944,0,0.8,0.2,0.8,"(ρ = 0.9516833531033712, ξ = [8.01258e-52, 4.53092e-39], Nₑ = 333.47276776943244)",0.9516833531033712,333.47276776943244,1,1
0.049787068367863944,0,0.8,0.4,-0.4,"(ρ = -0.39048525395062067, ξ = [7.2673e-15, 8.57208e-15], Nₑ = 6045.771715174427)",-0.39048525395062067,6045.771715174427,0.9999999999999928,0.9999999999999915
0.049787068367863944,0,0.8,0.4,0,"(ρ = 0.047174296055535685, ξ = [6.62627e-15, 1.61879e-14], Nₑ = 11941.889789760628)",0.047174296055535685,11941.889789760628,0.9999999999999933,0.9999999999999838
0.049787068367863944,0,0.8,0.4,0.4,"(ρ = 0.6513377984661027, ξ = [6.76484e-15, 2.05739e-13], Nₑ = 24980.72558741561)",0.6513377984661027,24980.72558741561,0.9999999999999932,0.9999999999997943
0.049787068367863944,0,0.8,0.4,0.8,"(ρ = 0.9287894976170837, ξ = [7.08236e-15, 3.76871e-11], Nₑ = 10485.25921847096)",0.9287894976170837,10485.25921847096,0.9999999999999929,0.9999999999623129
0.049787068367863944,0.2,0,0.2,-0.4,"(ρ = -0.39756346640288603, ξ = [1.11132e-51, 8.13106e-52], Nₑ = 1123.2741174605314)",-0.39756346640288603,1123.2741174605314,1,1
0.049787068367863944,0.2,0,0.2,0,"(ρ = 0.010157165520836023, ξ = [1.61719e-51, 7.6236e-52], Nₑ = 1704.1018811415618)",0.010157165520836023,1704.1018811415618,1,1
0.049787068367863944,0.2,0,0.2,0.4,"(ρ = 0.43111536814635454, ξ = [1.11735e-50, 7.32524e-52], Nₑ = 2408.547389571166)",0.43111536814635454,2408.547389571166,1,1
0.049787068367863944,0.2,0,0.2,0.8,"(ρ = 0.8392165479496464, ξ = [3.75316e-48, 9.05109e-52], Nₑ = 3746.205497636558)",0.8392165479496464,3746.205497636558,1,1
0.049787068367863944,0.2,0,0.4,-0.4,"(ρ = -0.3977745294788461, ξ = [7.15102e-15, 7.57602e-15], Nₑ = 4242.659366400886)",-0.3977745294788461,4242.659366400886,0.9999999999999929,0.9999999999999925
0.049787068367863944,0.2,0,0.4,0,"(ρ = 0.009834006882657285, ξ = [8.29073e-15, 6.23116e-15], Nₑ = 6384.0020946596715)",0.009834006882657285,6384.0020946596715,0.9999999999999917,0.9999999999999938
0.049787068367863944,0.2,0,0.4,0.4,"(ρ = 0.4298041623692333, ξ = [1.38925e-14, 6.9499e-15], Nₑ = 9087.38567823941)",0.4298041623692333,9087.38567823941,0.9999999999999861,0.999999999999993
0.049787068367863944,0.2,0,0.4,0.8,"(ρ = 0.8392381441656455, ξ = [5.75391e-14, 7.08049e-15], Nₑ = 14202.268652482278)",0.8392381441656455,14202.268652482278,0.9999999999999425,0.9999999999999929
0.049787068367863944,0.2,0.2,0.2,-0.4,"(ρ = -0.39475025839989036, ξ = [1.97513e-50, 1.78703e-50], Nₑ = 1140.362981435055)",-0.39475025839989036,1140.362981435055,1,1
0.049787068367863944,0.2,0.2,0.2,0,"(ρ = 0.02189140160921108, ξ = [3.92506e-50, 3.52845e-50], Nₑ = 1766.388257482593)",0.02189140160921108,1766.388257482593,1,1
0.049787068367863944,0.2,0.2,0.2,0.4,"(ρ = 0.46137903092620297, ξ = [2.51149e-49, 2.30502e-49], Nₑ = 2752.022651908692)",0.46137903092620297,2752.022651908692,1,1
0.049787068367863944,0.2,0.2,0.2,0.8,"(ρ = 0.8752371394921143, ξ = [7.45705e-47, 7.79148e-47], Nₑ = 5225.103708068994)",0.8752371394921143,5225.103708068994,1,1
0.049787068367863944,0.2,0.2,0.4,-0.4,"(ρ = -0.39516850607378856, ξ = [1.54906e-14, 1.69477e-14], Nₑ = 4426.437939751197)",-0.39516850607378856,4426.437939751197,0.9999999999999845,0.999999999999983
0.049787068367863944,0.2,0.2,0.4,0,"(ρ = 0.020658932828429698, ξ = [1.87878e-14, 1.81502e-14], Nₑ = 6752.3618778114915)",0.020658932828429698,6752.3618778114915,0.9999999999999812,0.9999999999999819
0.049787068367863944,0.2,0.2,0.4,0.4,"(ρ = 0.4617776486659224, ξ = [3.01006e-14, 2.92549e-14], Nₑ = 10094.716207643329)",0.4617776486659224,10094.716207643329,0.9999999999999699,0.9999999999999707
0.049787068367863944,0.2,0.2,0.4,0.8,"(ρ = 0.8700907483951202, ξ = [1.31531e-13, 1.31235e-13], Nₑ = 19204.58862934712)",0.8700907483951202,19204.58862934712,0.9999999999998684,0.9999999999998688
0.049787068367863944,0.2,0.4,0.2,-0.4,"(ρ = -0.3916225584588281, ξ = [5.82667e-49, 7.09178e-49], Nₑ = 1270.0920431634456)",-0.3916225584588281,1270.0920431634456,1,1
0.049787068367863944,0.2,0.4,0.2,0,"(ρ = 0.035110941754248885, ξ = [1.01668e-48, 1.87067e-48], Nₑ = 1981.7701946914842)",0.035110941754248885,1981.7701946914842,1,1
0.049787068367863944,0.2,0.4,0.2,0.4,"(ρ = 0.5023129247687504, ξ = [5.95322e-48, 1.13628e-46], Nₑ = 3241.38991138663)",0.5023129247687504,3241.38991138663,1,1
0.049787068367863944,0.2,0.4,0.2,0.8,"(ρ = 0.905691123762049, ξ = [1.57042e-45, 5.23145e-42], Nₑ = 10203.308631465909)",0.905691123762049,10203.308631465909,1,1
0.049787068367863944,0.2,0.4,0.4,-0.4,"(ρ = -0.39219034466624725, ξ = [3.74624e-14, 3.6719e-14], Nₑ = 4801.558278448646)",-0.39219034466624725,4801.558278448646,0.9999999999999626,0.9999999999999633
0.049787068367863944,0.2,0.4,0.4,0,"(ρ = 0.033711421274321626, ξ = [4.15721e-14, 5.32502e-14], Nₑ = 7452.523062380983)",0.033711421274321626,7452.523062380983,0.9999999999999585,0.9999999999999467
0.049787068367863944,0.2,0.4,0.4,0.4,"(ρ = 0.5025376828181108, ξ = [7.18147e-14, 1.52983e-13], Nₑ = 12064.038846847943)",0.5025376828181108,12064.038846847943,0.9999999999999282,0.999999999999847
0.049787068367863944,0.2,0.4,0.4,0.8,"(ρ = 0.8954787480453451, ξ = [2.71868e-13, 2.49478e-12], Nₑ = 25095.196815031282)",0.8954787480453451,25095.196815031282,0.9999999999997281,0.9999999999975052
0.049787068367863944,0.2,0.6,0.2,-0.4,"(ρ = -0.388035983201159, ξ = [1.5416e-47, 2.69354e-47], Nₑ = 1411.4056952375743)",-0.388035983201159,1411.4056952375743,1,1
0.049787068367863944,0.2,0.6,0.2,0,"(ρ = 0.05102071075972518, ξ = [2.26453e-47, 1.55232e-46], Nₑ = 2332.1859757053553)",0.05102071075972518,2332.1859757053553,1,1
0.049787068367863944,0.2,0.6,0.2,0.4,"(ρ = 0.5613765959152274, ξ = [1.47117e-46, 1.11464e-43], Nₑ = 4624.793099943243)",0.5613765959152274,4624.793099943243,1,1
0.049787068367863944,0.2,0.6,0.2,0.8,"(ρ = 0.9082768371739188, ξ = [9.67737e-45, 4.88457e-37], Nₑ = 13195.973104311159)",0.9082768371739188,13195.973104311159,1,1
0.049787068367863944,0.2,0.6,0.4,-0.4,"(ρ = -0.3889299801256956, ξ = [7.96954e-14, 9.63329e-14], Nₑ = 5398.41774506391)",-0.3889299801256956,5398.41774506391,0.9999999999999203,0.9999999999999036
0.049787068367863944,0.2,0.6,0.4,0,"(ρ = 0.05025101239966176, ξ = [9.32897e-14, 1.50268e-13], Nₑ = 8811.508031072097)",0.05025101239966176,8811.508031072097,0.9999999999999067,0.9999999999998498
0.049787068367863944,0.2,0.6,0.4,0.4,"(ρ = 0.5664036187547793, ξ = [1.57453e-13, 9.7453e-13], Nₑ = 16511.522525132197)",0.5664036187547793,16511.522525132197,0.9999999999998426,0.9999999999990254
0.049787068367863944,0.2,0.6,0.4,0.8,"(ρ = 0.9112796743619767, ξ = [4.33897e-13, 4.36779e-11], Nₑ = 26785.20396031913)",0.9112796743619767,26785.20396031913,0.9999999999995661,0.9999999999563222
0.049787068367863944,0.2,0.8,0.2,-0.4,"(ρ = -0.38346742960633345, ξ = [4.16192e-46, 1.01642e-45], Nₑ = 1853.4799042919951)",-0.38346742960633345,1853.4799042919951,1,1
0.049787068367863944,0.2,0.8,0.2,0,"(ρ = 0.07313773154497463, ξ = [7.66946e-46, 1.22877e-44], Nₑ = 3540.7014945208784)",0.07313773154497463,3540.7014945208784,1,1
0.049787068367863944,0.2,0.8,0.2,0.4,"(ρ = 0.8636235380495978, ξ = [4.50183e-45, 2.6897e-42], Nₑ = 12320.408576530002)",0.8636235380495978,12320.408576530002,1,1
0.049787068367863944,0.2,0.8,0.2,0.8,"(ρ = 0.9492136494025839, ξ = [8.1406e-45, 6.46535e-34], Nₑ = 1214.3114146185476)",0.9492136494025839,1214.3114146185476,1,1
0.049787068367863944,0.2,0.8,0.4,-0.4,"(ρ = -0.3847578933130032, ξ = [2.1517e-13, 2.71641e-13], Nₑ = 6837.078313552303)",-0.3847578933130032,6837.078313552303,0.9999999999997848,0.9999999999997283
0.049787068367863944,0.2,0.8,0.4,0,"(ρ = 0.06932299981461051, ξ = [2.2874e-13, 4.57555e-13], Nₑ = 13010.523151858499)",0.06932299981461051,13010.523151858499,0.9999999999997713,0.9999999999995425
0.049787068367863944,0.2,0.8,0.4,0.4,"(ρ = 0.6886983660297582, ξ = [3.66276e-13, 7.29564e-12], Nₑ = 25969.380896112063)",0.6886983660297582,25969.380896112063,0.9999999999996337,0.9999999999927044
0.049787068367863944,0.2,0.8,0.4,0.8,"(ρ = 0.9317822945109785, ξ = [4.61501e-13, 6.42744e-10], Nₑ = 15060.755146628273)",0.9317822945109785,15060.755146628273,0.9999999999995385,0.9999999993572556
0.049787068367863944,0.4,0,0.2,-0.4,"(ρ = -0.39487730981401153, ξ = [1.14833e-51, 7.27193e-52], Nₑ = 1239.480527061964)",-0.39487730981401153,1239.480527061964,1,1
0.049787068367863944,0.4,0,0.2,0,"(ρ = 0.021884402670261333, ξ = [3.90049e-51, 7.49586e-52], Nₑ = 1870.1943403993625)",0.021884402670261333,1870.1943403993625,1,1
0.049787068367863944,0.4,0,0.2,0.4,"(ρ = 0.46857425463785884, ξ = [1.79241e-49, 7.71325e-52], Nₑ = 2603.148544054685)",0.46857425463785884,2603.148544054685,1,1
0.049787068367863944,0.4,0,0.2,0.8,"(ρ = 0.8760946693822436, ξ = [1.63384e-44, 9.04529e-52], Nₑ = 3173.597850017805)",0.8760946693822436,3173.597850017805,1,1
0.049787068367863944,0.4,0,0.4,-0.4,"(ρ = -0.3953171999273236, ξ = [7.03339e-15, 6.66965e-15], Nₑ = 4755.395240738103)",-0.3953171999273236,4755.395240738103,0.999999999999993,0.9999999999999933
0.049787068367863944,0.4,0,0.4,0,"(ρ = 0.021054216604346577, ξ = [1.00859e-14, 6.74022e-15], Nₑ = 6913.532152299529)",0.021054216604346577,6913.532152299529,0.9999999999999899,0.9999999999999932
0.049787068367863944,0.4,0,0.4,0.4,"(ρ = 0.4695712635872453, ξ = [2.82034e-14, 6.9547e-15], Nₑ = 9558.868420205492)",0.4695712635872453,9558.868420205492,0.9999999999999718,0.999999999999993
0.049787068367863944,0.4,0,0.4,0.8,"(ρ = 0.8766184885436377, ξ = [5.62426e-13, 6.67798e-15], Nₑ = 12373.999176426023)",0.8766184885436377,12373.999176426023,0.9999999999994376,0.9999999999999933
0.049787068367863944,0.4,0.2,0.2,-0.4,"(ρ = -0.39141844368484874, ξ = [5.05786e-49, 4.83834e-49], Nₑ = 1323.1949359084326)",-0.39141844368484874,1323.1949359084326,1,1
0.049787068367863944,0.4,0.2,0.2,0,"(ρ = 0.03438536323075464, ξ = [2.27052e-48, 8.31535e-49], Nₑ = 2051.201335698606)",0.03438536323075464,2051.201335698606,1,1
0.049787068367863944,0.4,0.2,0.2,0.4,"(ρ = 0.5021703866851935, ξ = [1.20894e-46, 6.94551e-48], Nₑ = 2842.907314147258)",0.5021703866851935,2842.907314147258,1,1
0.049787068367863944,0.4,0.2,0.2,0.8,"(ρ = 0.9052472895833535, ξ = [6.28894e-42, 1.53272e-45], Nₑ = 4157.093528025866)",0.9052472895833535,4157.093528025866,1,1
0.049787068367863944,0.4,0.2,0.4,-0.4,"(ρ = -0.39224135055676274, ξ = [3.66924e-14, 3.86167e-14], Nₑ = 5163.219934085114)",-0.39224135055676274,5163.219934085114,0.9999999999999634,0.9999999999999614
0.049787068367863944,0.4,0.2,0.4,0,"(ρ = 0.033437665578645116, ξ = [5.18067e-14, 4.39135e-14], Nₑ = 7558.170394179949)",0.033437665578645116,7558.170394179949,0.9999999999999482,0.999999999999956
0.049787068367863944,0.4,0.2,0.4,0.4,"(ρ = 0.5040182104505905, ξ = [1.54428e-13, 6.94374e-14], Nₑ = 10556.47805038872)",0.5040182104505905,10556.47805038872,0.9999999999998456,0.9999999999999306
0.049787068367863944,0.4,0.2,0.4,0.8,"(ρ = 0.8959623212237491, ξ = [2.52313e-12, 2.67408e-13], Nₑ = 15503.919793372084)",0.8959623212237491,15503.919793372084,0.9999999999974769,0.9999999999997325
0.049787068367863944,0.4,0.4,0.2,-0.4,"(ρ = -0.3869434414757114, ξ = [5.32845e-46, 5.59763e-46], Nₑ = 1432.0399208194124)",-0.3869434414757114,1432.0399208194124,1,1
0.049787068367863944,0.4,0.4,0.2,0,"(ρ = 0.05185607537635335, ξ = [1.51071e-45, 1.6193e-45], Nₑ = 2247.8170449989616)",0.05185607537635335,2247.8170449989616,1,1
0.049787068367863944,0.4,0.4,0.2,0.4,"(ρ = 0.5491791164520923, ξ = [1.18336e-43, 1.18551e-43], Nₑ = 3360.234167688799)",0.5491791164520923,3360.234167688799,1,1
0.049787068367863944,0.4,0.4,0.2,0.8,"(ρ = 0.936061577495655, ξ = [3.07662e-39, 3.16549e-39], Nₑ = 6521.486125677869)",0.936061577495655,6521.486125677869,1,1
0.049787068367863944,0.4,0.4,0.4,-0.4,"(ρ = -0.3882292534750118, ξ = [2.07008e-13, 1.91941e-13], Nₑ = 5458.3428895675215)",-0.3882292534750118,5458.3428895675215,0.9999999999997929,0.999999999999808
0.049787068367863944,0.4,0.4,0.4,0,"(ρ = 0.04955380828800362, ξ = [2.93718e-13, 3.11361e-13], Nₑ = 8229.749266911582)",0.04955380828800362,8229.749266911582,0.9999999999997062,0.9999999999996887
0.049787068367863944,0.4,0.4,0.4,0.4,"(ρ = 0.5495799522482865, ξ = [8.89675e-13, 8.94642e-13], Nₑ = 12646.099255818433)",0.5495799522482865,12646.099255818433,0.9999999999991104,0.9999999999991054
0.049787068367863944,0.4,0.4,0.4,0.8,"(ρ = 0.916865842922648, ξ = [1.21546e-11, 1.2322e-11], Nₑ = 23289.078978269157)",0.916865842922648,23289.078978269157,0.9999999999878454,0.9999999999876781
0.049787068367863944,0.4,0.6,0.2,-0.4,"(ρ = -0.3809769301720872, ξ = [5.86156e-43, 7.46429e-43], Nₑ = 1598.9157134768343)",-0.3809769301720872,1598.9157134768343,1,1
0.049787068367863944,0.4,0.6,0.2,0,"(ρ = 0.07492197268153092, ξ = [2.08486e-42, 6.20299e-42], Nₑ = 2660.605002061509)",0.07492197268153092,2660.605002061509,1,1
0.049787068367863944,0.4,0.6,0.2,0.4,"(ρ = 0.6155924624628153, ξ = [1.42505e-40, 4.6686e-39], Nₑ = 4493.453186660706)",0.6155924624628153,4493.453186660706,1,1
0.049787068367863944,0.4,0.6,0.2,0.8,"(ρ = 0.9324113011439942, ξ = [8.97127e-37, 3.91271e-33], Nₑ = 15300.628573855318)",0.9324113011439942,15300.628573855318,1,1
0.049787068367863944,0.4,0.6,0.4,-0.4,"(ρ = -0.3828616126963839, ξ = [1.22558e-12, 1.44933e-12], Nₑ = 6171.889967018319)",-0.3828616126963839,6171.889967018319,0.9999999999987744,0.9999999999985507
0.049787068367863944,0.4,0.6,0.4,0,"(ρ = 0.07280059389688465, ξ = [1.92507e-12, 2.4152e-12], Nₑ = 9832.363270964577)",0.07280059389688465,9832.363270964577,0.999999999998075,0.9999999999975848
0.049787068367863944,0.4,0.6,0.4,0.4,"(ρ = 0.6191022167747319, ξ = [5.69884e-12, 1.53751e-11], Nₑ = 16664.597977988677)",0.6191022167747319,16664.597977988677,0.9999999999943011,0.9999999999846249
0.049787068367863944,0.4,0.6,0.4,0.8,"(ρ = 0.9249567487042457, ξ = [4.42212e-11, 5.16306e-10], Nₑ = 29987.29058112555)",0.9249567487042457,29987.29058112555,0.9999999999557788,0.9999999994836937
0.049787068367863944,0.4,0.8,0.2,-0.4,"(ρ = -0.37274491427086975, ξ = [1.14562e-39, 2.82404e-39], Nₑ = 2052.185774111221)",-0.37274491427086975,2052.185774111221,1,1
0.049787068367863944,0.4,0.8,0.2,0,"(ρ = 0.1089301137158432, ξ = [5.48365e-39, 4.42552e-38], Nₑ = 3919.189589994069)",0.1089301137158432,3919.189589994069,1,1
0.049787068367863944,0.4,0.8,0.2,0.4,"(ρ = 0.742303147815749, ξ = [2.63459e-37, 3.63337e-34], Nₑ = 11565.472476291397)",0.742303147815749,11565.472476291397,1,1
0.049787068367863944,0.4,0.8,0.2,0.8,"(ρ = 0.9344197406652003, ξ = [2.0362e-36, 3.07584e-27], Nₑ = 4353.765394785738)",0.9344197406652003,4353.765394785738,1,1
0.049787068367863944,0.4,0.8,0.4,-0.4,"(ρ = -0.3753819130424866, ξ = [9.37599e-12, 1.16257e-11], Nₑ = 7845.730559157808)",-0.3753819130424866,7845.730559157808,0.9999999999906241,0.9999999999883743
0.049787068367863944,0.4,0.8,0.4,0,"(ρ = 0.10961271902392054, ξ = [1.44044e-11, 2.48929e-11], Nₑ = 14382.136145220267)",0.10961271902392054,14382.136145220267,0.9999999999855956,0.9999999999751071
0.049787068367863944,0.4,0.8,0.4,0.4,"(ρ = 0.7208526450473374, ξ = [3.58624e-11, 4.33478e-10], Nₑ = 27790.39928226422)",0.7208526450473374,27790.39928226422,0.9999999999641376,0.9999999995665223
0.049787068367863944,0.4,0.8,0.4,0.8,"(ρ = 0.9319838216442707, ξ = [6.74441e-11, 1.65517e-8], Nₑ = 22555.110265247404)",0.9319838216442707,22555.110265247404,0.999999999932556,0.999999983448284
0.049787068367863944,0.6,0,0.2,-0.4,"(ρ = -0.3923865802294641, ξ = [1.75586e-51, 8.73401e-52], Nₑ = 1575.077441543615)",-0.3923865802294641,1575.077441543615,1,1
0.049787068367863944,0.6,0,0.2,0,"(ρ = 0.0336750071544142, ξ = [8.44034e-51, 8.08625e-52], Nₑ = 2210.4263490423286)",0.0336750071544142,2210.4263490423286,1,1
0.049787068367863944,0.6,0,0.2,0.4,"(ρ = 0.5144573383593711, ξ = [5.71977e-48, 8.25115e-52], Nₑ = 2805.8523670287864)",0.5144573383593711,2805.8523670287864,1,1
0.049787068367863944,0.6,0,0.2,0.8,"(ρ = 0.9078862053957168, ξ = [4.57589e-41, 8.37748e-52], Nₑ = 3031.1041065969716)",0.9078862053957168,3031.1041065969716,1,1
0.049787068367863944,0.6,0,0.4,-0.4,"(ρ = -0.39294572233656494, ξ = [8.39511e-15, 6.76889e-15], Nₑ = 5782.851264706537)",-0.39294572233656494,5782.851264706537,0.9999999999999916,0.9999999999999932
0.049787068367863944,0.6,0,0.4,0,"(ρ = 0.03280414223265876, ξ = [1.26309e-14, 7.0763e-15], Nₑ = 8280.241700137547)",0.03280414223265876,8280.241700137547,0.9999999999999873,0.9999999999999929
0.049787068367863944,0.6,0,0.4,0.4,"(ρ = 0.5253689166034853, ξ = [7.28796e-14, 7.05802e-15], Nₑ = 10354.326923814911)",0.5253689166034853,10354.326923814911,0.9999999999999272,0.9999999999999929
0.049787068367863944,0.6,0,0.4,0.8,"(ρ = 0.907976160597188, ξ = [4.29499e-12, 7.10215e-15], Nₑ = 11212.688919346285)",0.907976160597188,11212.688919346285,0.999999999995705,0.9999999999999929
0.049787068367863944,0.6,0.2,0.2,-0.4,"(ρ = -0.3879532969176656, ξ = [2.56018e-47, 1.73122e-47], Nₑ = 1652.8478737926755)",-0.3879532969176656,1652.8478737926755,1,1
0.049787068367863944,0.6,0.2,0.2,0,"(ρ = 0.05123713437922446, ξ = [1.273e-46, 2.21074e-47], Nₑ = 2420.4704043899574)",0.05123713437922446,2420.4704043899574,1,1
0.049787068367863944,0.6,0.2,0.2,0.4,"(ρ = 0.5584785962962612, ξ = [1.12063e-43, 1.78515e-46], Nₑ = 3117.5909175176175)",0.5584785962962612,3117.5909175176175,1,1
