a₀,r,σ,wᵈ,ρ,cor
0.25,0.0,0.4,0.8,0.2,0.39821940738389305
0.25,0.0,0.4,0.8,0.4,0.5409759519566837
0.25,0.0,0.4,0.8,0.6,0.6844164592795281
0.25,0.0,0.4,0.8,0.8,0.8327063466391127
0.275,0.0,0.1,0.2,-0.4,-0.28968553934242935
0.275,0.0,0.1,0.2,-0.2,-0.06399359371488757
0.275,0.0,0.1,0.2,0.0,0.14054243934730845
0.275,0.0,0.1,0.2,0.2,0.3566809087396308
0.275,0.0,0.1,0.2,0.4,0.5733151544449707
0.275,0.0,0.1,0.2,0.6,0.7511972024586065
0.275,0.0,0.1,0.2,0.8,0.8937731382150218
0.275,0.0,0.1,0.8,-0.4,-0.3992012630534157
0.275,0.0,0.1,0.8,-0.2,-0.1990891487361989
0.275,0.0,0.1,0.8,0.0,0.0010303855828455726
0.275,0.0,0.1,0.8,0.2,0.20090457941191314
0.275,0.0,0.1,0.8,0.4,0.40071383561700064
0.275,0.0,0.1,0.8,0.6,0.6005500399824293
0.275,0.0,0.1,0.8,0.8,0.8002184524074253
0.275,0.0,0.4,0.2,-0.4,-0.34554290301319684
0.275,0.0,0.4,0.2,-0.2,-0.11565237063761777
0.275,0.0,0.4,0.2,0.0,0.11609516850678152
0.275,0.0,0.4,0.2,0.2,0.3419575345071546
0.275,0.0,0.4,0.2,0.4,0.5415049415390082
0.275,0.0,0.4,0.2,0.6,0.7123718160803564
0.275,0.0,0.4,0.2,0.8,0.8555231672932447
0.275,0.0,0.4,0.8,-0.4,-0.17692488980277016
0.275,0.0,0.4,0.8,-0.2,0.019188079934037424
0.275,0.0,0.4,0.8,0.0,0.18908315947144605
0.275,0.0,0.4,0.8,0.2,0.3517326434251073
0.275,0.0,0.4,0.8,0.4,0.5070482177145826
0.275,0.0,0.4,0.8,0.6,0.6613723701506972
0.275,0.0,0.4,0.8,0.8,0.8256389098874632
0.3,0.0,0.1,0.2,-0.4,-0.2817385602950302
0.3,0.0,0.1,0.2,-0.2,-0.07494887629036469
0.3,0.0,0.1,0.2,0.0,0.15694337325739374
0.3,0.0,0.1,0.2,0.2,0.3715052297315709
0.3,0.0,0.1,0.2,0.4,0.5760555629977643
0.3,0.0,0.1,0.2,0.6,0.7546173239525414
0.3,0.0,0.1,0.2,0.8,0.8941797160987566
0.3,0.0,0.1,0.8,-0.4,-0.3999744071834643
0.3,0.0,0.1,0.8,-0.2,-0.1999690851237128
0.3,0.0,0.1,0.8,0.0,3.298867330916603e-5
0.3,0.0,0.1,0.8,0.2,0.20003166456175211
0.3,0.0,0.1,0.8,0.4,0.4000270549019834
0.3,0.0,0.1,0.8,0.6,0.6000178644720621
0.3,0.0,0.1,0.8,0.8,0.8000092261256541
0.3,0.0,0.4,0.2,-0.4,-0.33797371059706965
0.3,0.0,0.4,0.2,-0.2,-0.10698091345672398
0.3,0.0,0.4,0.2,0.0,0.1265849817998865
0.3,0.0,0.4,0.2,0.2,0.34908017588283224
0.3,0.0,0.4,0.2,0.4,0.5435856517263599
0.3,0.0,0.4,0.2,0.6,0.7072281573164214
0.3,0.0,0.4,0.2,0.8,0.8509831072530839
0.3,0.0,0.4,0.8,-0.4,-0.2389800342305044
0.3,0.0,0.4,0.8,-0.2,-0.036720865735968264
0.3,0.0,0.4,0.8,0.0,0.14285343447045454
0.3,0.0,0.4,0.8,0.2,0.3130670436125864
0.3,0.0,0.4,0.8,0.4,0.4839182753813564
0.3,0.0,0.4,0.8,0.6,0.648924610190108
0.3,0.0,0.4,0.8,0.8,0.8184040071858487
0.325,0.0,0.1,0.2,-0.4,-0.29610325921554803
0.325,0.0,0.1,0.2,-0.2,-0.07873456530855825
0.325,0.0,0.1,0.2,0.0,0.16255743505314008
0.325,0.0,0.1,0.2,0.2,0.37597923535943467
0.325,0.0,0.1,0.2,0.4,0.5848727560492201
0.325,0.0,0.1,0.2,0.6,0.757742134243197
0.325,0.0,0.1,0.2,0.8,0.8942126069564466
0.325,0.0,0.1,0.8,-0.4,-0.39999950418184793
0.325,0.0,0.1,0.8,-0.2,-0.1999993868503842
0.325,0.0,0.1,0.8,0.0,8.503830942047944e-7
0.325,0.0,0.1,0.8,0.2,0.20000072066196692
0.325,0.0,0.1,0.8,0.4,0.40000064130190305
0.325,0.0,0.1,0.8,0.6,0.6000004471289123
0.325,0.0,0.1,0.8,0.8,0.8000002316226047
0.325,0.0,0.4,0.2,-0.4,-0.3304213476821281
0.325,0.0,0.4,0.2,-0.2,-0.09522503139899804
0.325,0.0,0.4,0.2,0.0,0.13509869799208402
0.325,0.0,0.4,0.2,0.2,0.3534226940648348
0.325,0.0,0.4,0.2,0.4,0.5410101974728929
0.325,0.0,0.4,0.2,0.6,0.7054072624475304
0.325,0.0,0.4,0.2,0.8,0.8494368656310437
0.325,0.0,0.4,0.8,-0.4,-0.28912466805651577
0.325,0.0,0.4,0.8,-0.2,-0.08489921847258151
0.325,0.0,0.4,0.8,0.0,0.10168748313857633
0.325,0.0,0.4,0.8,0.2,0.2861204488041723
0.325,0.0,0.4,0.8,0.4,0.46552519236610673
0.325,0.0,0.4,0.8,0.6,0.639571096501939
0.325,0.0,0.4,0.8,0.8,0.8150189923756865
0.35,0.0,0.1,0.2,-0.4,-0.27794622005223574
0.35,0.0,0.1,0.2,-0.2,-0.05489274761577077
0.35,0.0,0.1,0.2,0.0,0.1694606042923223
0.35,0.0,0.1,0.2,0.2,0.3925221918955101
0.35,0.0,0.1,0.2,0.4,0.592958169740574
0.35,0.0,0.1,0.2,0.6,0.7620602916389719
0.35,0.0,0.1,0.2,0.8,0.8945998209872649
0.35,0.0,0.1,0.8,-0.4,-0.39999998554309135
0.35,0.0,0.1,0.8,-0.2,-0.19999998751827325
0.35,0.0,0.1,0.8,0.0,1.1216127488117284e-8
0.35,0.0,0.1,0.8,0.2,0.20000001230407127
0.35,0.0,0.1,0.8,0.4,0.4000000105871702
0.35,0.0,0.1,0.8,0.6,0.6000000087785743
0.35,0.0,0.1,0.8,0.8,0.8000000041814912
0.35,0.0,0.4,0.2,-0.4,-0.32299437486377186
0.35,0.0,0.4,0.2,-0.2,-0.08657932638976884
0.35,0.0,0.4,0.2,0.0,0.14277115272825952
0.35,0.0,0.4,0.2,0.2,0.3562319939675111
0.35,0.0,0.4,0.2,0.4,0.5410836724236898
0.35,0.0,0.4,0.2,0.6,0.7023057274579065
0.35,0.0,0.4,0.2,0.8,0.8486977822644345
0.35,0.0,0.4,0.8,-0.4,-0.32408007085306695
0.35,0.0,0.4,0.8,-0.2,-0.11584757764424948
0.35,0.0,0.4,0.8,0.0,0.07849130967464835
0.35,0.0,0.4,0.8,0.2,0.2672742871065517
0.35,0.0,0.4,0.8,0.4,0.4460358094870952
0.35,0.0,0.4,0.8,0.6,0.6285796131538913
0.35,0.0,0.4,0.8,0.8,0.8113183484303166
0.375,0.0,0.1,0.2,-0.4,-0.2810073528505409
0.375,0.0,0.1,0.2,-0.2,-0.048500709188642306
0.375,0.0,0.1,0.2,0.0,0.18393228788111976
0.375,0.0,0.1,0.2,0.2,0.4042881899315537
0.375,0.0,0.1,0.2,0.4,0.5991854901089981
0.375,0.0,0.1,0.2,0.6,0.7648526481821821
0.375,0.0,0.1,0.2,0.8,0.8931951150028645
0.375,0.0,0.1,0.8,-0.4,-0.39999999989703006
0.375,0.0,0.1,0.8,-0.2,-0.19999999970092824
0.375,0.0,0.1,0.8,0.0,1.8915154355845616e-10
0.375,0.0,0.1,0.8,0.2,0.2000000001880197
0.375,0.0,0.1,0.8,0.4,0.4000000001341178
0.375,0.0,0.1,0.8,0.6,0.6000000001419441
0.375,0.0,0.1,0.8,0.8,0.8000000000576316
0.375,0.0,0.4,0.2,-0.4,-0.3150495649475271
0.375,0.0,0.4,0.2,-0.2,-0.07738305174619652
0.375,0.0,0.4,0.2,0.0,0.1491227982194259
0.375,0.0,0.4,0.2,0.2,0.35743671174630315
0.375,0.0,0.4,0.2,0.4,0.5405731255318904
0.375,0.0,0.4,0.2,0.6,0.7005226325183236
0.375,0.0,0.4,0.2,0.8,0.8444915843569551
0.375,0.0,0.4,0.8,-0.4,-0.34308648610097153
0.375,0.0,0.4,0.8,-0.2,-0.14029407954899292
0.375,0.0,0.4,0.8,0.0,0.055009976630863246
0.375,0.0,0.4,0.8,0.2,0.24731288349691583
0.375,0.0,0.4,0.8,0.4,0.43535475540850843
0.375,0.0,0.4,0.8,0.6,0.621072113830695
0.375,0.0,0.4,0.8,0.8,0.8078534074229432
0.4,0.0,0.1,0.2,-0.4,-0.2833962472928692
0.4,0.0,0.1,0.2,-0.2,-0.03665485553347887
0.4,0.0,0.1,0.2,0.0,0.19396735757980982
0.4,0.0,0.1,0.2,0.2,0.4125757393161046
0.4,0.0,0.1,0.2,0.4,0.6053599721044908
0.4,0.0,0.1,0.2,0.6,0.7664943921619097
0.4,0.0,0.1,0.2,0.8,0.8923015974960901
0.4,0.0,0.1,0.8,-0.4,-0.39999999999943786
0.4,0.0,0.1,0.8,-0.2,-0.19999999999840606
0.4,0.0,0.1,0.8,0.0,1.9244529515043754e-12
0.4,0.0,0.1,0.8,0.2,0.2000000000023826
0.4,0.0,0.1,0.8,0.4,0.4000000000016487
0.4,0.0,0.1,0.8,0.6,0.6000000000017071
0.4,0.0,0.1,0.8,0.8,0.8000000000008223
0.4,0.0,0.4,0.2,-0.4,-0.3058184145339969
0.4,0.0,0.4,0.2,-0.2,-0.0682990277967702
0.4,0.0,0.4,0.2,0.0,0.1539458001116888
0.4,0.0,0.4,0.2,0.2,0.359612990613381
0.4,0.0,0.4,0.2,0.4,0.5396928118661766
0.4,0.0,0.4,0.2,0.6,0.6966110288385641
0.4,0.0,0.4,0.2,0.8,0.8447471976304032
0.4,0.0,0.4,0.8,-0.4,-0.3626179121695159
0.4,0.0,0.4,0.8,-0.2,-0.1594865992901412
0.4,0.0,0.4,0.8,0.0,0.03886756341145814
0.4,0.0,0.4,0.8,0.2,0.23402599774350924
0.4,0.0,0.4,0.8,0.4,0.42441237420161665
0.4,0.0,0.4,0.8,0.6,0.6153632678678715
0.4,0.0,0.4,0.8,0.8,0.806167710710383
0.425,0.0,0.1,0.2,-0.4,-0.26927351642690317
0.425,0.0,0.1,0.2,-0.2,-0.027943009913168462
0.425,0.0,0.1,0.2,0.0,0.20583711155233875
0.425,0.0,0.1,0.2,0.2,0.4221788263635298
0.425,0.0,0.1,0.2,0.4,0.6120803677635279
0.425,0.0,0.1,0.2,0.6,0.7687453570684175
0.425,0.0,0.1,0.2,0.8,0.8915955216928965
0.425,0.0,0.1,0.8,-0.4,-0.3999999999998034
0.425,0.0,0.1,0.8,-0.2,-0.19999999999995632
0.425,0.0,0.1,0.8,0.0,6.102276547358035e-14
0.425,0.0,0.1,0.8,0.2,0.20000000000002363
0.425,0.0,0.1,0.8,0.4,0.4000000000000242
0.425,0.0,0.1,0.8,0.6,0.6000000000000195
0.425,0.0,0.1,0.8,0.8,0.8000000000000104
0.425,0.0,0.4,0.2,-0.4,-0.2977910055727825
0.425,0.0,0.4,0.2,-0.2,-0.06284798986021142
0.425,0.0,0.4,0.2,0.0,0.1599531532877379
0.425,0.0,0.4,0.2,0.2,0.36219480034596924
0.425,0.0,0.4,0.2,0.4,0.533502949868965
0.425,0.0,0.4,0.2,0.6,0.6934444953054604
0.425,0.0,0.4,0.2,0.8,0.8406986102276565
0.425,0.0,0.4,0.8,-0.4,-0.37437042129222314
0.425,0.0,0.4,0.8,-0.2,-0.17017612209676863
0.425,0.0,0.4,0.8,0.0,0.027211202196348965
