a₀,r,σ,wᵈ,ρ,cor
0.425,0.0,0.4,0.8,0.2,0.2240618188802087
0.425,0.0,0.4,0.8,0.4,0.4195371613982562
0.425,0.0,0.4,0.8,0.6,0.6126175746666428
0.425,0.0,0.4,0.8,0.8,0.8043569383321361
0.45,0.0,0.1,0.2,-0.4,-0.25988272487426367
0.45,0.0,0.1,0.2,-0.2,-0.015301628964302802
0.45,0.0,0.1,0.2,0.0,0.21662877321759416
0.45,0.0,0.1,0.2,0.2,0.4315863815311708
0.45,0.0,0.1,0.2,0.4,0.6172940471603137
0.45,0.0,0.1,0.2,0.6,0.7688210564383877
0.45,0.0,0.1,0.2,0.8,0.8896720508684937
0.45,0.0,0.1,0.8,-0.4,-0.3999999999999726
0.45,0.0,0.1,0.8,-0.2,-0.1999999999999993
0.45,0.0,0.1,0.8,0.0,6.527784569163473e-17
0.45,0.0,0.1,0.8,0.2,0.20000000000000023
0.45,0.0,0.1,0.8,0.4,0.4000000000000003
0.45,0.0,0.1,0.8,0.6,0.6000000000000001
0.45,0.0,0.1,0.8,0.8,0.8
0.45,0.0,0.4,0.2,-0.4,-0.2909491425636509
0.45,0.0,0.4,0.2,-0.2,-0.054586594040317536
0.45,0.0,0.4,0.2,0.0,0.16248290968201384
0.45,0.0,0.4,0.2,0.2,0.3553668448189096
0.45,0.0,0.4,0.2,0.4,0.532529567098783
0.45,0.0,0.4,0.2,0.6,0.6890976461154347
0.45,0.0,0.4,0.2,0.8,0.8399817140550658
0.45,0.0,0.4,0.8,-0.4,-0.38244796507676326
0.45,0.0,0.4,0.8,-0.2,-0.181671262574565
0.45,0.0,0.4,0.8,0.0,0.019894423361118477
0.45,0.0,0.4,0.8,0.2,0.2171685174608341
0.45,0.0,0.4,0.8,0.4,0.4130891898545579
0.45,0.0,0.4,0.8,0.6,0.6083552757611321
0.45,0.0,0.4,0.8,0.8,0.803402912254235
0.475,0.0,0.1,0.2,-0.4,-0.24520200255995467
0.475,0.0,0.1,0.2,-0.2,-0.0007021958971277514
0.475,0.0,0.1,0.2,0.0,0.22863353085722138
0.475,0.0,0.1,0.2,0.2,0.4406071288188848
0.475,0.0,0.1,0.2,0.4,0.6209477248708416
0.475,0.0,0.1,0.2,0.6,0.7695659272059145
0.475,0.0,0.1,0.2,0.8,0.8868035450724344
0.475,0.0,0.1,0.8,-0.4,-0.3999999999999998
0.475,0.0,0.1,0.8,-0.2,-0.19999999999999993
0.475,0.0,0.1,0.8,0.0,1.232538288699015e-17
0.475,0.0,0.1,0.8,0.2,0.20000000000000004
0.475,0.0,0.1,0.8,0.4,0.39999999999999997
0.475,0.0,0.1,0.8,0.6,0.6
0.475,0.0,0.1,0.8,0.8,0.8
0.475,0.0,0.4,0.2,-0.4,-0.2841756914010401
0.475,0.0,0.4,0.2,-0.2,-0.04971813033880307
0.475,0.0,0.4,0.2,0.0,0.16168222946588917
0.475,0.0,0.4,0.2,0.2,0.35469820686145914
0.475,0.0,0.4,0.2,0.4,0.5293306132224169
0.475,0.0,0.4,0.2,0.6,0.6884911804177243
0.475,0.0,0.4,0.2,0.8,0.8384275553747297
0.475,0.0,0.4,0.8,-0.4,-0.3880664707866346
0.475,0.0,0.4,0.8,-0.2,-0.18489334180467362
0.475,0.0,0.4,0.8,0.0,0.014187909537939917
0.475,0.0,0.4,0.8,0.2,0.21278587122957074
0.475,0.0,0.4,0.8,0.4,0.40964235121412446
0.475,0.0,0.4,0.8,0.6,0.6059007095080197
0.475,0.0,0.4,0.8,0.8,0.8024515166470287
0.5,0.0,0.1,0.2,-0.4,-0.2333954881099511
0.5,0.0,0.1,0.2,-0.2,0.01427562610917167
0.5,0.0,0.1,0.2,0.0,0.24203964634610156
0.5,0.0,0.1,0.2,0.2,0.4496002470864505
0.5,0.0,0.1,0.2,0.4,0.6255135277192571
0.5,0.0,0.1,0.2,0.6,0.7686385656210197
0.5,0.0,0.1,0.2,0.8,0.8846356159945871
0.5,0.0,0.1,0.8,-0.4,-0.4
0.5,0.0,0.1,0.8,-0.2,-0.19999999999999998
0.5,0.0,0.1,0.8,0.0,3.856086978633006e-19
0.5,0.0,0.1,0.8,0.2,0.20000000000000004
0.5,0.0,0.1,0.8,0.4,0.39999999999999997
0.5,0.0,0.1,0.8,0.6,0.6
0.5,0.0,0.1,0.8,0.8,0.8
0.5,0.0,0.4,0.2,-0.4,-0.2767326347910879
0.5,0.0,0.4,0.2,-0.2,-0.045474640892334536
0.5,0.0,0.4,0.2,0.0,0.16284316772727364
0.5,0.0,0.4,0.2,0.2,0.3531218041116875
0.5,0.0,0.4,0.2,0.4,0.5224546919630877
0.5,0.0,0.4,0.2,0.6,0.6827634686107301
0.5,0.0,0.4,0.2,0.8,0.8359698860228254
0.5,0.0,0.4,0.8,-0.4,-0.3919323950971169
0.5,0.0,0.4,0.8,-0.2,-0.19032582900711106
0.5,0.0,0.4,0.8,0.0,0.009878680714712698
0.5,0.0,0.4,0.8,0.2,0.20938881771232326
0.5,0.0,0.4,0.8,0.4,0.4071082998934282
0.5,0.0,0.4,0.8,0.6,0.6046318412457629
0.5,0.0,0.4,0.8,0.8,0.8017920526400961
0.525,0.0,0.1,0.2,-0.4,-0.2187248357590862
0.525,0.0,0.1,0.2,-0.2,0.027183322160151218
0.525,0.0,0.1,0.2,0.0,0.25454344486936326
0.525,0.0,0.1,0.2,0.2,0.45811537968817195
0.525,0.0,0.1,0.2,0.4,0.6278146473144156
0.525,0.0,0.1,0.2,0.6,0.7665241334010539
0.525,0.0,0.1,0.2,0.8,0.8801217753421674
0.525,0.0,0.1,0.8,-0.4,-0.4
0.525,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.525,0.0,0.1,0.8,0.0,1.4225877150230153e-21
0.525,0.0,0.1,0.8,0.2,0.20000000000000004
0.525,0.0,0.1,0.8,0.4,0.4000000000000001
0.525,0.0,0.1,0.8,0.6,0.6
0.525,0.0,0.1,0.8,0.8,0.8000000000000002
0.525,0.0,0.4,0.2,-0.4,-0.27239591230444643
0.525,0.0,0.4,0.2,-0.2,-0.0420649162467519
0.525,0.0,0.4,0.2,0.0,0.16326171089295224
0.525,0.0,0.4,0.2,0.2,0.35033263695105127
0.525,0.0,0.4,0.2,0.4,0.5192191073927983
0.525,0.0,0.4,0.2,0.6,0.6785883162542736
0.525,0.0,0.4,0.2,0.8,0.8349610787717046
0.525,0.0,0.4,0.8,-0.4,-0.39393689793856834
0.525,0.0,0.4,0.8,-0.2,-0.19302878775845445
0.525,0.0,0.4,0.8,0.0,0.007283087680109197
0.525,0.0,0.4,0.8,0.2,0.20663123316599794
0.525,0.0,0.4,0.8,0.4,0.405485446797261
0.525,0.0,0.4,0.8,0.6,0.6032594210134347
0.525,0.0,0.4,0.8,0.8,0.801327936548264
0.55,0.0,0.1,0.2,-0.4,-0.2031237599698958
0.55,0.0,0.1,0.2,-0.2,0.04360113385482439
0.55,0.0,0.1,0.2,0.0,0.26614003504232736
0.55,0.0,0.1,0.2,0.2,0.4636419265526644
0.55,0.0,0.1,0.2,0.4,0.6285442079211591
0.55,0.0,0.1,0.2,0.6,0.7640235756467382
0.55,0.0,0.1,0.2,0.8,0.876280799239388
0.55,0.0,0.1,0.8,-0.4,-0.39999999999999997
0.55,0.0,0.1,0.8,-0.2,-0.19999999999999998
0.55,0.0,0.1,0.8,0.0,1.688047670505561e-21
0.55,0.0,0.1,0.8,0.2,0.2
0.55,0.0,0.1,0.8,0.4,0.39999999999999997
0.55,0.0,0.1,0.8,0.6,0.6
0.55,0.0,0.1,0.8,0.8,0.8000000000000002
0.55,0.0,0.4,0.2,-0.4,-0.2658288638687812
0.55,0.0,0.4,0.2,-0.2,-0.042284989996788966
0.55,0.0,0.4,0.2,0.0,0.1595092097639401
0.55,0.0,0.4,0.2,0.2,0.3445371449748505
0.55,0.0,0.4,0.2,0.4,0.5178142982199277
0.55,0.0,0.4,0.2,0.6,0.6756862375173616
0.55,0.0,0.4,0.2,0.8,0.8322736038024693
0.55,0.0,0.4,0.8,-0.4,-0.39575073336574634
0.55,0.0,0.4,0.8,-0.2,-0.1949224578125347
0.55,0.0,0.4,0.8,0.0,0.0049905438105198475
0.55,0.0,0.4,0.8,0.2,0.2044589948353005
0.55,0.0,0.4,0.8,0.4,0.40392953611142046
0.55,0.0,0.4,0.8,0.6,0.6023450561480356
0.55,0.0,0.4,0.8,0.8,0.8009362213976063
0.575,0.0,0.1,0.2,-0.4,-0.18888915528289724
0.575,0.0,0.1,0.2,-0.2,0.05590572687388538
0.575,0.0,0.1,0.2,0.0,0.2779118547333449
0.575,0.0,0.1,0.2,0.2,0.468544960605607
0.575,0.0,0.1,0.2,0.4,0.6267913779931008
0.575,0.0,0.1,0.2,0.6,0.7594709215023973
0.575,0.0,0.1,0.2,0.8,0.8733960333442593
0.575,0.0,0.1,0.8,-0.4,-0.4
0.575,0.0,0.1,0.8,-0.2,-0.19999999999999998
0.575,0.0,0.1,0.8,0.0,1.6627787857771894e-23
0.575,0.0,0.1,0.8,0.2,0.2
0.575,0.0,0.1,0.8,0.4,0.4
0.575,0.0,0.1,0.8,0.6,0.6
0.575,0.0,0.1,0.8,0.8,0.8000000000000002
0.575,0.0,0.4,0.2,-0.4,-0.2623343005433334
0.575,0.0,0.4,0.2,-0.2,-0.039771218690464245
0.575,0.0,0.4,0.2,0.0,0.15742578178696576
0.575,0.0,0.4,0.2,0.2,0.34407218810058965
0.575,0.0,0.4,0.2,0.4,0.5135959865611508
0.575,0.0,0.4,0.2,0.6,0.6723274859628068
0.575,0.0,0.4,0.2,0.8,0.8308253336039899
0.575,0.0,0.4,0.8,-0.4,-0.3969341721034444
0.575,0.0,0.4,0.8,-0.2,-0.19633591806455822
0.575,0.0,0.4,0.8,0.0,0.0036781366653063454
0.575,0.0,0.4,0.8,0.2,0.2033785594839445
0.575,0.0,0.4,0.8,0.4,0.402661023560504
0.575,0.0,0.4,0.8,0.6,0.60182594001699
0.575,0.0,0.4,0.8,0.8,0.8006660663625582
0.6,0.0,0.1,0.2,-0.4,-0.17364563078100823
0.6,0.0,0.1,0.2,-0.2,0.07106024616452553
0.6,0.0,0.1,0.2,0.0,0.28600271874198857
0.6,0.0,0.1,0.2,0.2,0.470268968824079
0.6,0.0,0.1,0.2,0.4,0.625060152903552
0.6,0.0,0.1,0.2,0.6,0.7523122293123499
0.6,0.0,0.1,0.2,0.8,0.8672707240686744
0.6,0.0,0.1,0.8,-0.4,-0.39999999999999997
0.6,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.6,0.0,0.1,0.8,0.0,8.103490755595523e-24
0.6,0.0,0.1,0.8,0.2,0.20000000000000004
0.6,0.0,0.1,0.8,0.4,0.4
0.6,0.0,0.1,0.8,0.6,0.6
0.6,0.0,0.1,0.8,0.8,0.8
0.6,0.0,0.4,0.2,-0.4,-0.25946255215581077
0.6,0.0,0.4,0.2,-0.2,-0.04070160874747313
0.6,0.0,0.4,0.2,0.0,0.15335936622929022
0.6,0.0,0.4,0.2,0.2,0.3377834810727205
0.6,0.0,0.4,0.2,0.4,0.50313695220462
0.6,0.0,0.4,0.2,0.6,0.6695508367073316
0.6,0.0,0.4,0.2,0.8,0.8287608341581663
0.6,0.0,0.4,0.8,-0.4,-0.39774345907331454
0.6,0.0,0.4,0.8,-0.2,-0.19765560602760435
0.6,0.0,0.4,0.8,0.0,0.0026415024494658036
0.6,0.0,0.4,0.8,0.2,0.20220858880595602
0.6,0.0,0.4,0.8,0.4,0.4019810915850059
0.6,0.0,0.4,0.8,0.6,0.6012914559480943
0.6,0.0,0.4,0.8,0.8,0.8005133304996039
0.625,0.0,0.1,0.2,-0.4,-0.15848646790444185
0.625,0.0,0.1,0.2,-0.2,0.08311926470926093
0.625,0.0,0.1,0.2,0.0,0.2930312959494456
0.625,0.0,0.1,0.2,0.2,0.4697892663705261
0.625,0.0,0.1,0.2,0.4,0.6167926213532292
0.625,0.0,0.1,0.2,0.6,0.7438955165133528
0.625,0.0,0.1,0.2,0.8,0.8622964742671964
0.625,0.0,0.1,0.8,-0.4,-0.4
0.625,0.0,0.1,0.8,-0.2,-0.2
0.625,0.0,0.1,0.8,0.0,7.157289816397825e-27
0.625,0.0,0.1,0.8,0.2,0.2
0.625,0.0,0.1,0.8,0.4,0.4000000000000001
0.625,0.0,0.1,0.8,0.6,0.5999999999999999
0.625,0.0,0.1,0.8,0.8,0.8
0.625,0.0,0.4,0.2,-0.4,-0.2587161262168722
0.625,0.0,0.4,0.2,-0.2,-0.043464493135143945
0.625,0.0,0.4,0.2,0.0,0.15181770195603164
0.625,0.0,0.4,0.2,0.2,0.3330119138093493
0.625,0.0,0.4,0.2,0.4,0.5024133414369121
0.625,0.0,0.4,0.2,0.6,0.6655430723029495
0.625,0.0,0.4,0.2,0.8,0.8282712252313361
0.625,0.0,0.4,0.8,-0.4,-0.39848411034962544
0.625,0.0,0.4,0.8,-0.2,-0.19830741213822017
0.625,0.0,0.4,0.8,0.0,0.0017468740387635174
0.625,0.0,0.4,0.8,0.2,0.201747113773637
0.625,0.0,0.4,0.8,0.4,0.4014042909682437
0.625,0.0,0.4,0.8,0.6,0.6009447027940023
0.625,0.0,0.4,0.8,0.8,0.8003904961325031
0.65,0.0,0.1,0.2,-0.4,-0.14429164654618537
0.65,0.0,0.1,0.2,-0.2,0.09364460835330692
0.65,0.0,0.1,0.2,0.0,0.29565834646078315
0.65,0.0,0.1,0.2,0.2,0.46415404604182525
0.65,0.0,0.1,0.2,0.4,0.610494787070758
0.65,0.0,0.1,0.2,0.6,0.7357750692922801
0.65,0.0,0.1,0.2,0.8,0.8571716064605207
0.65,0.0,0.1,0.8,-0.4,-0.4
0.65,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.65,0.0,0.1,0.8,0.0,3.882283670067526e-26
0.65,0.0,0.1,0.8,0.2,0.2
0.65,0.0,0.1,0.8,0.4,0.4000000000000001
0.65,0.0,0.1,0.8,0.6,0.6
0.65,0.0,0.1,0.8,0.8,0.7999999999999999
0.65,0.0,0.4,0.2,-0.4,-0.2577378451546799
0.65,0.0,0.4,0.2,-0.2,-0.04697782876277759
0.65,0.0,0.4,0.2,0.0,0.1493881973467187
0.65,0.0,0.4,0.2,0.2,0.33007208670291527
0.65,0.0,0.4,0.2,0.4,0.4990445928946252
0.65,0.0,0.4,0.2,0.6,0.6614027933026855
0.65,0.0,0.4,0.2,0.8,0.8258928870673178
0.65,0.0,0.4,0.8,-0.4,-0.3989694210020712
0.65,0.0,0.4,0.8,-0.2,-0.19868210423896612
0.65,0.0,0.4,0.8,0.0,0.0013370902063189018
0.65,0.0,0.4,0.8,0.2,0.20117228535884074
0.65,0.0,0.4,0.8,0.4,0.4010357848710417
0.65,0.0,0.4,0.8,0.6,0.6006790885619924
0.65,0.0,0.4,0.8,0.8,0.8002872499034327
0.675,0.0,0.1,0.2,-0.4,-0.12989012698091326
0.675,0.0,0.1,0.2,-0.2,0.09861949798705348
0.675,0.0,0.1,0.2,0.0,0.29072299274305585
0.675,0.0,0.1,0.2,0.2,0.45630770562911893
0.675,0.0,0.1,0.2,0.4,0.5945289397320477
0.675,0.0,0.1,0.2,0.6,0.7237251933290973
0.675,0.0,0.1,0.2,0.8,0.8509473826501412
0.675,0.0,0.1,0.8,-0.4,-0.39999999999999997
0.675,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.675,0.0,0.1,0.8,0.0,4.544572160416559e-25
0.675,0.0,0.1,0.8,0.2,0.20000000000000007
0.675,0.0,0.1,0.8,0.4,0.4000000000000001
0.675,0.0,0.1,0.8,0.6,0.6
0.675,0.0,0.1,0.8,0.8,0.7999999999999999
0.675,0.0,0.4,0.2,-0.4,-0.2570972228550498
0.675,0.0,0.4,0.2,-0.2,-0.05374269697173853
0.675,0.0,0.4,0.2,0.0,0.13954409777982066
0.675,0.0,0.4,0.2,0.2,0.3219379462423679
0.675,0.0,0.4,0.2,0.4,0.4950914428578377
0.675,0.0,0.4,0.2,0.6,0.6587553772662832
0.675,0.0,0.4,0.2,0.8,0.8253953378301793
0.675,0.0,0.4,0.8,-0.4,-0.39916925872772463
0.675,0.0,0.4,0.8,-0.2,-0.19911113146581252
0.675,0.0,0.4,0.8,0.0,0.0009468275602900427
0.675,0.0,0.4,0.8,0.2,0.20087318693590034
0.675,0.0,0.4,0.8,0.4,0.4007310867533917
0.675,0.0,0.4,0.8,0.6,0.6004789037514175
0.675,0.0,0.4,0.8,0.8,0.800202841703806
0.7,0.0,0.1,0.2,-0.4,-0.12109877876002186
0.7,0.0,0.1,0.2,-0.2,0.09960160266726228
0.7,0.0,0.1,0.2,0.0,0.27868484366580193
0.7,0.0,0.1,0.2,0.2,0.43797304829440803
0.7,0.0,0.1,0.2,0.4,0.5778302105827258
0.7,0.0,0.1,0.2,0.6,0.7161238815914828
0.7,0.0,0.1,0.2,0.8,0.8482395223063665
0.7,0.0,0.1,0.8,-0.4,-0.4
0.7,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.7,0.0,0.1,0.8,0.0,1.3663293276911113e-28
0.7,0.0,0.1,0.8,0.2,0.20000000000000004
0.7,0.0,0.1,0.8,0.4,0.4
0.7,0.0,0.1,0.8,0.6,0.5999999999999999
0.7,0.0,0.1,0.8,0.8,0.8000000000000002
0.7,0.0,0.4,0.2,-0.4,-0.2578603853437612
0.7,0.0,0.4,0.2,-0.2,-0.05440243238457611
0.7,0.0,0.4,0.2,0.0,0.13885071019378015
0.7,0.0,0.4,0.2,0.2,0.31990284614245634
0.7,0.0,0.4,0.2,0.4,0.4891226206508426
0.7,0.0,0.4,0.2,0.6,0.659003724911235
0.7,0.0,0.4,0.2,0.8,0.8246495289289555
0.7,0.0,0.4,0.8,-0.4,-0.39946153767384396
0.7,0.0,0.4,0.8,-0.2,-0.19933328564023678
0.7,0.0,0.4,0.8,0.0,0.0006526916962894447
0.7,0.0,0.4,0.8,0.2,0.20065477587017344
0.7,0.0,0.4,0.8,0.4,0.40055640311557794
0.7,0.0,0.4,0.8,0.6,0.6003886326477942
0.7,0.0,0.4,0.8,0.8,0.8001538516424349
0.725,0.0,0.1,0.2,-0.4,-0.12412183051250646
0.725,0.0,0.1,0.2,-0.2,0.08496400103845042
0.725,0.0,0.1,0.2,0.0,0.26425247867229684
0.725,0.0,0.1,0.2,0.2,0.415814383541751
0.725,0.0,0.1,0.2,0.4,0.562342738101132
0.725,0.0,0.1,0.2,0.6,0.6993318676030563
0.725,0.0,0.1,0.2,0.8,0.8419171448197524
0.725,0.0,0.1,0.8,-0.4,-0.4
0.725,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.725,0.0,0.1,0.8,0.0,1.7752489405030295e-27
0.725,0.0,0.1,0.8,0.2,0.19999999999999998
0.725,0.0,0.1,0.8,0.4,0.4000000000000001
0.725,0.0,0.1,0.8,0.6,0.5999999999999999
0.725,0.0,0.1,0.8,0.8,0.8
0.725,0.0,0.4,0.2,-0.4,-0.26372643679975744
0.725,0.0,0.4,0.2,-0.2,-0.060155919242410455
0.725,0.0,0.4,0.2,0.0,0.12815440116423338
0.725,0.0,0.4,0.2,0.2,0.3131955439969515
0.725,0.0,0.4,0.2,0.4,0.48358432273593555
0.725,0.0,0.4,0.2,0.6,0.6527146808374861
0.725,0.0,0.4,0.2,0.8,0.821742776807517
0.725,0.0,0.4,0.8,-0.4,-0.3995825034183808
0.725,0.0,0.4,0.8,-0.2,-0.19952560675778752
0.725,0.0,0.4,0.8,0.0,0.0005069720215129417
0.725,0.0,0.4,0.8,0.2,0.20048446394995667
0.725,0.0,0.4,0.8,0.4,0.4003821907691403
0.725,0.0,0.4,0.8,0.6,0.6002785317558825
0.725,0.0,0.4,0.8,0.8,0.8001107704335116
0.75,0.0,0.1,0.2,-0.4,-0.13244533253852997
0.75,0.0,0.1,0.2,-0.2,0.06375266617699456
0.75,0.0,0.1,0.2,0.0,0.23472012441465023
0.75,0.0,0.1,0.2,0.2,0.39802149632428596
0.75,0.0,0.1,0.2,0.4,0.5355814991766238
0.75,0.0,0.1,0.2,0.6,0.6868138183923993
0.75,0.0,0.1,0.2,0.8,0.8341028214750499
0.75,0.0,0.1,0.8,-0.4,-0.4
0.75,0.0,0.1,0.8,-0.2,-0.19999999999999998
0.75,0.0,0.1,0.8,0.0,1.7926670207542706e-39
0.75,0.0,0.1,0.8,0.2,0.2
0.75,0.0,0.1,0.8,0.4,0.4
0.75,0.0,0.1,0.8,0.6,0.6
0.75,0.0,0.1,0.8,0.8,0.8
0.75,0.0,0.4,0.2,-0.4,-0.26512222789423373
0.75,0.0,0.4,0.2,-0.2,-0.06354567443765374
0.75,0.0,0.4,0.2,0.0,0.12491907055463165
0.75,0.0,0.4,0.2,0.2,0.30462524201530017
0.75,0.0,0.4,0.2,0.4,0.4827131233940258
0.75,0.0,0.4,0.2,0.6,0.6511384429485605
0.75,0.0,0.4,0.2,0.8,0.8215130453014502
0.75,0.0,0.4,0.8,-0.4,-0.3996704265187344
0.75,0.0,0.4,0.8,-0.2,-0.1996415502799398
0.75,0.0,0.4,0.8,0.0,0.0003679410712891211
0.75,0.0,0.4,0.8,0.2,0.2003474772905099
0.75,0.0,0.4,0.8,0.4,0.4002989568497782
0.75,0.0,0.4,0.8,0.6,0.6001972060305057
0.75,0.0,0.4,0.8,0.8,0.8000891251841641
0.775,0.0,0.1,0.2,-0.4,-0.16845181690850625
0.775,0.0,0.1,0.2,-0.2,0.027567440607577987
0.775,0.0,0.1,0.2,0.0,0.20122816984442976
0.775,0.0,0.1,0.2,0.2,0.3617361186769324
0.775,0.0,0.1,0.2,0.4,0.5180770741240711
0.775,0.0,0.1,0.2,0.6,0.6725148903023671
0.775,0.0,0.1,0.2,0.8,0.8275077316721994
0.775,0.0,0.1,0.8,-0.4,-0.4
0.775,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.775,0.0,0.1,0.8,0.0,3.3110475669975805e-35
0.775,0.0,0.1,0.8,0.2,0.2
0.775,0.0,0.1,0.8,0.4,0.39999999999999997
0.775,0.0,0.1,0.8,0.6,0.6
0.775,0.0,0.1,0.8,0.8,0.8000000000000002
0.775,0.0,0.4,0.2,-0.4,-0.27368944032756254
0.775,0.0,0.4,0.2,-0.2,-0.06615740277754405
0.775,0.0,0.4,0.2,0.0,0.12343690859814453
0.775,0.0,0.4,0.2,0.2,0.30352246809752087
0.775,0.0,0.4,0.2,0.4,0.4763276213423885
0.775,0.0,0.4,0.2,0.6,0.6483707106902318
0.775,0.0,0.4,0.2,0.8,0.819345839686959
0.775,0.0,0.4,0.8,-0.4,-0.39977064659558703
0.775,0.0,0.4,0.8,-0.2,-0.19972539479303048
0.775,0.0,0.4,0.8,0.0,0.00027532440267408995
0.775,0.0,0.4,0.8,0.2,0.20024727305068935
0.775,0.0,0.4,0.8,0.4,0.4002125189014748
0.775,0.0,0.4,0.8,0.6,0.6001553338083474
0.775,0.0,0.4,0.8,0.8,0.8000654650057932
0.8,0.0,0.1,0.2,-0.4,-0.20537837133840584
0.8,0.0,0.1,0.2,-0.2,-0.011002396327301265
0.8,0.0,0.1,0.2,0.0,0.16116266748776656
0.8,0.0,0.1,0.2,0.2,0.33666895345622255
0.8,0.0,0.1,0.2,0.4,0.5010143666334325
0.8,0.0,0.1,0.2,0.6,0.6553357295326129
0.8,0.0,0.1,0.2,0.8,0.8230757185900824
0.8,0.0,0.1,0.8,-0.4,-0.4
0.8,0.0,0.1,0.8,-0.2,-0.2
0.8,0.0,0.1,0.8,0.0,6.6540190315539915e-34
0.8,0.0,0.1,0.8,0.2,0.2
0.8,0.0,0.1,0.8,0.4,0.4
0.8,0.0,0.1,0.8,0.6,0.6
0.8,0.0,0.1,0.8,0.8,0.8000000000000002
0.8,0.0,0.4,0.2,-0.4,-0.2759198944923466
0.8,0.0,0.4,0.2,-0.2,-0.07489325767874204
0.8,0.0,0.4,0.2,0.0,0.11654283855119069
0.8,0.0,0.4,0.2,0.2,0.2970565216250084
0.8,0.0,0.4,0.2,0.4,0.47390023229897316
0.8,0.0,0.4,0.2,0.6,0.6428744040971665
0.8,0.0,0.4,0.2,0.8,0.8183739552530321
0.8,0.0,0.4,0.8,-0.4,-0.39983492808007665
0.8,0.0,0.4,0.8,-0.2,-0.19982122275250777
0.8,0.0,0.4,0.8,0.0,0.00019020587096211727
0.8,0.0,0.4,0.8,0.2,0.20018450427404944
0.8,0.0,0.4,0.8,0.4,0.4001645990916573
0.8,0.0,0.4,0.8,0.6,0.6001168841985306
0.8,0.0,0.4,0.8,0.8,0.8000495734064064
0.825,0.0,0.1,0.2,-0.4,-0.2558009073433134
0.825,0.0,0.1,0.2,-0.2,-0.057275764759467836
0.825,0.0,0.1,0.2,0.0,0.12687709448720072
0.825,0.0,0.1,0.2,0.2,0.3027275311252442
0.825,0.0,0.1,0.2,0.4,0.4750301799034657
0.825,0.0,0.1,0.2,0.6,0.6450758984199515
0.825,0.0,0.1,0.2,0.8,0.8176686477315065
0.825,0.0,0.1,0.8,-0.4,-0.39999999999999997
0.825,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.825,0.0,0.1,0.8,0.0,4.2846020325339925e-40
0.825,0.0,0.1,0.8,0.2,0.20000000000000004
0.825,0.0,0.1,0.8,0.4,0.39999999999999997
0.825,0.0,0.1,0.8,0.6,0.5999999999999999
0.825,0.0,0.1,0.8,0.8,0.8000000000000002
0.825,0.0,0.4,0.2,-0.4,-0.2818541017019304
0.825,0.0,0.4,0.2,-0.2,-0.08028026950687968
0.825,0.0,0.4,0.2,0.0,0.11073026759567317
0.825,0.0,0.4,0.2,0.2,0.2915819592422894
0.825,0.0,0.4,0.2,0.4,0.4700067748022248
0.825,0.0,0.4,0.2,0.6,0.6435691076227275
0.825,0.0,0.4,0.2,0.8,0.8172443820807428
0.825,0.0,0.4,0.8,-0.4,-0.3998666406184798
0.825,0.0,0.4,0.8,-0.2,-0.19987230955810742
0.825,0.0,0.4,0.8,0.0,0.00015647505511856512
0.825,0.0,0.4,0.8,0.2,0.20013718958385815
0.825,0.0,0.4,0.8,0.4,0.4001167018411053
0.825,0.0,0.4,0.8,0.6,0.6000809170102407
0.825,0.0,0.4,0.8,0.8,0.8000393509279182
0.85,0.0,0.1,0.2,-0.4,-0.2996459739846933
0.85,0.0,0.1,0.2,-0.2,-0.0949851224065146
0.85,0.0,0.1,0.2,0.0,0.09265661355050503
0.85,0.0,0.1,0.2,0.2,0.2762880512848047
0.85,0.0,0.1,0.2,0.4,0.45569146008886574
0.85,0.0,0.1,0.2,0.6,0.6309408822886802
0.85,0.0,0.1,0.2,0.8,0.8133002328053547
0.85,0.0,0.1,0.8,-0.4,-0.4
0.85,0.0,0.1,0.8,-0.2,-0.20000000000000004
0.85,0.0,0.1,0.8,0.0,1.5040461126318326e-33
0.85,0.0,0.1,0.8,0.2,0.20000000000000004
0.85,0.0,0.1,0.8,0.4,0.3999999999999999
0.85,0.0,0.1,0.8,0.6,0.6
0.85,0.0,0.1,0.8,0.8,0.8
0.85,0.0,0.4,0.2,-0.4,-0.28575328965945984
0.85,0.0,0.4,0.2,-0.2,-0.08852188943470374
0.85,0.0,0.4,0.2,0.0,0.10280825437410857
0.85,0.0,0.4,0.2,0.2,0.28993904610948273
0.85,0.0,0.4,0.2,0.4,0.4617806808673836
0.85,0.0,0.4,0.2,0.6,0.6403419126994292
0.85,0.0,0.4,0.2,0.8,0.8156122448631948
0.85,0.0,0.4,0.8,-0.4,-0.39990472746406897
0.85,0.0,0.4,0.8,-0.2,-0.19989377885196052
0.85,0.0,0.4,0.8,0.0,0.000100912364882293
0.85,0.0,0.4,0.8,0.2,0.20010982268778996
0.85,0.0,0.4,0.8,0.4,0.4000959604700907
0.85,0.0,0.4,0.8,0.6,0.6000610224798681
